chr	500.5	66.236
chr	1500.5	66.836
chr	2500.5	66.188
chr	3500.5	43.323
chr	4500.5	54.026
chr	5500.5	66.561
chr	6500.5	68.465
chr	7500.5	52.814
chr	8500.5	81.415
chr	9500.5	63.012
chr	10500.5	60.468
chr	11500.5	62.162
chr	12500.5	77.726
chr	13500.5	58.937
chr	14500.5	60.837
chr	15500.5	27.173
chr	16500.5	26.229
chr	17500.5	61.848
chr	18500.5	75.882
chr	19500.5	65.991
chr	20500.5	43.625
chr	21500.5	63.634
chr	22500.5	61.048
chr	23500.5	60.632
chr	24500.5	77.429
chr	25500.5	66.345
chr	26500.5	64.094
chr	27500.5	66.455
chr	28500.5	68.894
chr	29500.5	69.655
chr	30500.5	58.206
chr	31500.5	52.807
chr	32500.5	55.749
chr	33500.5	52.696
chr	34500.5	83.079
chr	35500.5	59.747
chr	36500.5	63.105
chr	37500.5	66.899
chr	38500.5	69.863
chr	39500.5	65.673
chr	40500.5	69.342
chr	41500.5	81.558
chr	42500.5	66.334
chr	43500.5	48.971
chr	44500.5	54.552
chr	45500.5	64.925
chr	46500.5	64.106
chr	47500.5	62.186
chr	48500.5	45.393
chr	49500.5	68.629
chr	50500.5	64.102
chr	51500.5	82.046
chr	52500.5	64.501
chr	53500.5	51.464
chr	54500.5	71.666
chr	55500.5	93.57
chr	56500.5	77.932
chr	57500.5	77.997
chr	58500.5	68.504
chr	59500.5	75.728
chr	60500.5	69.533
chr	61500.5	66.752
chr	62500.5	54.057
chr	63500.5	71.704
chr	64500.5	50.993
chr	65500.5	62.363
chr	66500.5	67.229
chr	67500.5	64.141
chr	68500.5	55.548
chr	69500.5	50.493
chr	70500.5	52.884
chr	71500.5	47.477
chr	72500.5	60.504
chr	73500.5	53.236
chr	74500.5	49.633
chr	75500.5	60.482
chr	76500.5	55.084
chr	77500.5	69.503
chr	78500.5	73.357
chr	79500.5	51.492
chr	80500.5	66.743
chr	81500.5	63.397
chr	82500.5	65.718
chr	83500.5	66.412
chr	84500.5	77.317
chr	85500.5	78.009
chr	86500.5	65.8
chr	87500.5	61.015
chr	88500.5	64.049
chr	89500.5	64.352
chr	90500.5	59.466
chr	91500.5	59.951
chr	92500.5	70.004
chr	93500.5	58.232
chr	94500.5	55.391
chr	95500.5	52.87
chr	96500.5	66.755
chr	97500.5	66.667
chr	98500.5	72.77
chr	99500.5	58.949
chr	100500.5	55.029
chr	101500.5	48.26
chr	102500.5	55.156
chr	103500.5	61.431
chr	104500.5	75.683
chr	105500.5	65.897
chr	106500.5	69.887
chr	107500.5	65.193
chr	108500.5	60.716
chr	109500.5	68.332
chr	110500.5	64.622
chr	111500.5	52.389
chr	112500.5	55.015
chr	113500.5	68.025
chr	114500.5	60.586
chr	115500.5	69.082
chr	116500.5	72.666
chr	117500.5	53.041
chr	118500.5	70.223
chr	119500.5	77.265
chr	120500.5	82.099
chr	121500.5	71.311
chr	122500.5	55.396
chr	123500.5	65.12
chr	124500.5	71.036
chr	125500.5	67.916
chr	126500.5	41.675
chr	127500.5	66.294
chr	128500.5	55.185
chr	129500.5	55.859
chr	130500.5	68.245
chr	131500.5	66.486
chr	132500.5	55
chr	133500.5	62.986
chr	134500.5	62.33
chr	135500.5	70.853
chr	136500.5	57.725
chr	137500.5	55.012
chr	138500.5	75.237
chr	139500.5	77.074
chr	140500.5	63.271
chr	141500.5	78.169
chr	142500.5	79.512
chr	143500.5	84.683
chr	144500.5	67.668
chr	145500.5	67.577
chr	146500.5	61.347
chr	147500.5	82.823
chr	148500.5	55.167
chr	149500.5	63.002
chr	150500.5	109.215
chr	151500.5	92.562
chr	152500.5	105.815
chr	153500.5	95.914
chr	154500.5	90.177
chr	155500.5	93.163
chr	156500.5	91.767
chr	157500.5	62.395
chr	158500.5	57.489
chr	159500.5	65.192
chr	160500.5	76.45
chr	161500.5	55.876
chr	162500.5	58.875
chr	163500.5	54.491
chr	164500.5	55.469
chr	165500.5	68.646
chr	166500.5	59.426
chr	167500.5	70.911
chr	168500.5	65.022
chr	169500.5	78.784
chr	170500.5	55.541
chr	171500.5	52.745
chr	172500.5	46.643
chr	173500.5	56.923
chr	174500.5	63.715
chr	175500.5	55.244
chr	176500.5	60.669
chr	177500.5	62.21
chr	178500.5	55.427
chr	179500.5	52.024
chr	180500.5	73.346
chr	181500.5	58.946
chr	182500.5	70.856
chr	183500.5	71.392
chr	184500.5	58.894
chr	185500.5	56.999
chr	186500.5	50.897
chr	187500.5	63.516
chr	188500.5	53.292
chr	189500.5	87.435
chr	190500.5	66.478
chr	191500.5	59.7
chr	192500.5	69.15
chr	193500.5	60.646
chr	194500.5	75.493
chr	195500.5	62.653
chr	196500.5	71.653
chr	197500.5	65.893
chr	198500.5	75.261
chr	199500.5	95.692
chr	200500.5	88.832
chr	201500.5	76.214
chr	202500.5	66.885
chr	203500.5	55.885
chr	204500.5	48.776
chr	205500.5	54.732
chr	206500.5	63.797
chr	207500.5	69.959
chr	208500.5	59.077
chr	209500.5	57.263
chr	210500.5	73.583
chr	211500.5	71.123
chr	212500.5	60.305
chr	213500.5	47.226
chr	214500.5	64.716
chr	215500.5	58.297
chr	216500.5	66.28
chr	217500.5	62.445
chr	218500.5	46.087
chr	219500.5	62.034
chr	220500.5	66.66
chr	221500.5	69.925
chr	222500.5	62.827
chr	223500.5	45.659
chr	224500.5	12.208
chr	225500.5	20.912
chr	226500.5	25.75
chr	227500.5	2.578
chr	228500.5	9.335
chr	229500.5	65.308
chr	230500.5	52.644
chr	231500.5	73.792
chr	232500.5	63.901
chr	233500.5	65.585
chr	234500.5	73.778
chr	235500.5	65.555
chr	236500.5	65.7
chr	237500.5	66.598
chr	238500.5	76.983
chr	239500.5	58.8
chr	240500.5	64.343
chr	241500.5	54.182
chr	242500.5	50.908
chr	243500.5	65.692
chr	244500.5	61.255
chr	245500.5	75.361
chr	246500.5	67.285
chr	247500.5	68.543
chr	248500.5	69.677
chr	249500.5	43.907
chr	250500.5	55.618
chr	251500.5	56.911
chr	252500.5	76.896
chr	253500.5	67.424
chr	254500.5	54.513
chr	255500.5	75.064
chr	256500.5	67.708
chr	257500.5	57.734
chr	258500.5	19.154
chr	259500.5	67.556
chr	260500.5	59.954
chr	261500.5	48.991
chr	262500.5	69.963
chr	263500.5	78.297
chr	264500.5	63.164
chr	265500.5	66.761
chr	266500.5	64.648
chr	267500.5	62.035
chr	268500.5	68.031
chr	269500.5	82.927
chr	270500.5	36.552
chr	271500.5	47.516
chr	272500.5	65.865
chr	273500.5	78.416
chr	274500.5	1.446
chr	275500.5	53.244
chr	276500.5	54.213
chr	277500.5	60.504
chr	278500.5	66.657
chr	279500.5	19.721
chr	280500.5	69.208
chr	281500.5	55.346
chr	282500.5	74.604
chr	283500.5	35.839
chr	284500.5	46.133
chr	285500.5	52.029
chr	286500.5	50.588
chr	287500.5	45.41
chr	288500.5	44.896
chr	289500.5	45.846
chr	290500.5	35.892
chr	291500.5	45.848
chr	292500.5	91.124
chr	293500.5	97.249
chr	294500.5	76.778
chr	295500.5	71.811
chr	296500.5	76.579
chr	297500.5	66.907
chr	298500.5	54.457
chr	299500.5	35.967
chr	300500.5	39.804
chr	301500.5	51.535
chr	302500.5	74.814
chr	303500.5	80.265
chr	304500.5	73.206
chr	305500.5	63.599
chr	306500.5	61.125
chr	307500.5	61.648
chr	308500.5	65.283
chr	309500.5	67.001
chr	310500.5	69.923
chr	311500.5	86.957
chr	312500.5	82.218
chr	313500.5	97.605
chr	314500.5	78.768
chr	315500.5	23.309
chr	316500.5	41.062
chr	317500.5	80.424
chr	318500.5	91.247
chr	319500.5	75.002
chr	320500.5	74.272
chr	321500.5	68.717
chr	322500.5	77.704
chr	323500.5	70.78
chr	324500.5	77.744
chr	325500.5	83.854
chr	326500.5	61.383
chr	327500.5	53.525
chr	328500.5	50.541
chr	329500.5	77.016
chr	330500.5	64.285
chr	331500.5	86.744
chr	332500.5	77.818
chr	333500.5	62.971
chr	334500.5	68.946
chr	335500.5	76.3
chr	336500.5	67.952
chr	337500.5	47.771
chr	338500.5	56.539
chr	339500.5	57.97
chr	340500.5	56.644
chr	341500.5	53.633
chr	342500.5	71.18
chr	343500.5	69.021
chr	344500.5	90.462
chr	345500.5	76.459
chr	346500.5	61.741
chr	347500.5	50.32
chr	348500.5	53.387
chr	349500.5	54.482
chr	350500.5	49.1
chr	351500.5	45.407
chr	352500.5	51.238
chr	353500.5	50.185
chr	354500.5	50.638
chr	355500.5	52.414
chr	356500.5	59.362
chr	357500.5	55.524
chr	358500.5	51.103
chr	359500.5	51.063
chr	360500.5	58.53
chr	361500.5	71.973
chr	362500.5	76.242
chr	363500.5	50.905
chr	364500.5	57.513
chr	365500.5	45.796
chr	366500.5	37.566
chr	367500.5	62.972
chr	368500.5	72.974
chr	369500.5	60.599
chr	370500.5	56.419
chr	371500.5	43.759
chr	372500.5	62.617
chr	373500.5	56.698
chr	374500.5	64.178
chr	375500.5	54.861
chr	376500.5	57.043
chr	377500.5	74.539
chr	378500.5	58.799
chr	379500.5	70.705
chr	380500.5	71.015
chr	381500.5	22.874
chr	382500.5	33.209
chr	383500.5	73.618
chr	384500.5	73.077
chr	385500.5	49.388
chr	386500.5	51.857
chr	387500.5	51.259
chr	388500.5	55.134
chr	389500.5	58.383
chr	390500.5	108.803
chr	391500.5	70.171
chr	392500.5	7.491
chr	393500.5	79.433
chr	394500.5	83.141
chr	395500.5	59.721
chr	396500.5	77.833
chr	397500.5	67.234
chr	398500.5	55.48
chr	399500.5	66.754
chr	400500.5	66.378
chr	401500.5	66.645
chr	402500.5	47.963
chr	403500.5	55.565
chr	404500.5	61.926
chr	405500.5	55.253
chr	406500.5	68.266
chr	407500.5	74.71
chr	408500.5	68.287
